sigXX-0.0;sigYY-0.0;sigXX-0.1;sigYY-0.1;sigXX-0.2;sigYY-0.2;sigXX-0.3;sigYY-0.3;sigXX-0.4;sigYY-0.4;tau_sigXX;tau_sigYY;tau_sigXY;aniso_theta;aniso_sig0;aniso_r
-0.241727;0.808658;-0.237726;0.795272;-0.225337;0.753826;-0.203166;0.679658;-0.167656;0.560864;-0.165025;-0.164891;0.550728;nan;nan;nan
-0.242181;0.808325;-0.238172;0.794944;-0.225759;0.753514;-0.203546;0.679374;-0.167969;0.560628;-0.165392;-0.165257;0.550691;nan;nan;nan
-0.242635;0.807992;-0.238618;0.794617;-0.226182;0.753202;-0.203927;0.679091;-0.168282;0.560391;-0.165760;-0.165623;0.550655;nan;nan;nan
-0.243088;0.807659;-0.239064;0.794289;-0.226604;0.752890;-0.204307;0.678808;-0.168595;0.560155;-0.166127;-0.165990;0.550618;nan;nan;nan
-0.243541;0.807326;-0.239509;0.793961;-0.227026;0.752578;-0.204687;0.678525;-0.168907;0.559918;-0.166494;-0.166356;0.550581;nan;nan;nan
-0.243994;0.806993;-0.239955;0.793633;-0.227447;0.752266;-0.205066;0.678241;-0.169220;0.559682;-0.166861;-0.166722;0.550544;nan;nan;nan
-0.244447;0.806659;-0.240400;0.793304;-0.227869;0.751953;-0.205445;0.677958;-0.169532;0.559445;-0.167229;-0.167089;0.550507;nan;nan;nan
-0.244899;0.806326;-0.240844;0.792976;-0.228290;0.751641;-0.205825;0.677674;-0.169844;0.559209;-0.167596;-0.167455;0.550469;nan;nan;nan
-0.245351;0.805993;-0.241289;0.792648;-0.228711;0.751329;-0.206204;0.677391;-0.170156;0.558972;-0.167964;-0.167822;0.550432;nan;nan;nan
-0.245803;0.805659;-0.241733;0.792320;-0.229132;0.751017;-0.206582;0.677107;-0.170468;0.558736;-0.168331;-0.168188;0.550395;nan;nan;nan
-0.246254;0.805326;-0.242177;0.791991;-0.229552;0.750704;-0.206961;0.676824;-0.170779;0.558499;-0.168699;-0.168555;0.550357;nan;nan;nan
-0.246706;0.804992;-0.242621;0.791663;-0.229972;0.750392;-0.207339;0.676540;-0.171090;0.558263;-0.169067;-0.168922;0.550319;nan;nan;nan
-0.247157;0.804659;-0.243064;0.791335;-0.230392;0.750080;-0.207717;0.676257;-0.171402;0.558026;-0.169435;-0.169289;0.550282;nan;nan;nan
-0.247607;0.804325;-0.243507;0.791006;-0.230812;0.749767;-0.208095;0.675973;-0.171713;0.557790;-0.169803;-0.169656;0.550244;nan;nan;nan
-0.248058;0.803991;-0.243950;0.790678;-0.231231;0.749455;-0.208473;0.675690;-0.172024;0.557553;-0.170170;-0.170023;0.550206;nan;nan;nan
-0.248508;0.803657;-0.244393;0.790349;-0.231651;0.749142;-0.208850;0.675406;-0.172334;0.557317;-0.170539;-0.170390;0.550168;nan;nan;nan
-0.248958;0.803323;-0.244835;0.790020;-0.232070;0.748829;-0.209227;0.675123;-0.172645;0.557080;-0.170907;-0.170757;0.550130;nan;nan;nan
-0.249408;0.802990;-0.245277;0.789691;-0.232488;0.748517;-0.209604;0.674839;-0.172955;0.556844;-0.171275;-0.171124;0.550092;nan;nan;nan
-0.249857;0.802656;-0.245719;0.789363;-0.232907;0.748204;-0.209981;0.674555;-0.173265;0.556607;-0.171643;-0.171491;0.550054;nan;nan;nan
-0.250306;0.802322;-0.246161;0.789034;-0.233325;0.747891;-0.210357;0.674272;-0.173575;0.556371;-0.172011;-0.171858;0.550015;nan;nan;nan
-0.250755;0.801987;-0.246602;0.788705;-0.233743;0.747579;-0.210734;0.673988;-0.173885;0.556134;-0.172380;-0.172226;0.549977;nan;nan;nan
-0.251204;0.801653;-0.247043;0.788376;-0.234161;0.747266;-0.211110;0.673704;-0.174194;0.555898;-0.172748;-0.172593;0.549938;nan;nan;nan
-0.251652;0.801319;-0.247484;0.788047;-0.234578;0.746953;-0.211486;0.673420;-0.174504;0.555661;-0.173117;-0.172961;0.549900;nan;nan;nan
-0.252100;0.800985;-0.247924;0.787718;-0.234996;0.746640;-0.211861;0.673136;-0.174813;0.555425;-0.173485;-0.173328;0.549861;nan;nan;nan
-0.252548;0.800651;-0.248365;0.787389;-0.235413;0.746327;-0.212237;0.672853;-0.175122;0.555188;-0.173854;-0.173696;0.549822;nan;nan;nan
-0.252995;0.800316;-0.248805;0.787060;-0.235830;0.746014;-0.212612;0.672569;-0.175431;0.554952;-0.174223;-0.174064;0.549783;nan;nan;nan
-0.253443;0.799982;-0.249245;0.786731;-0.236246;0.745701;-0.212987;0.672285;-0.175740;0.554715;-0.174592;-0.174431;0.549745;nan;nan;nan
-0.253890;0.799647;-0.249684;0.786401;-0.236662;0.745388;-0.213362;0.672001;-0.176048;0.554479;-0.174961;-0.174799;0.549705;nan;nan;nan
-0.254337;0.799313;-0.250124;0.786072;-0.237078;0.745075;-0.213736;0.671717;-0.176357;0.554242;-0.175330;-0.175167;0.549666;nan;nan;nan
-0.254783;0.798978;-0.250563;0.785743;-0.237494;0.744762;-0.214111;0.671433;-0.176665;0.554006;-0.175699;-0.175535;0.549627;nan;nan;nan
-0.255230;0.798644;-0.251001;0.785413;-0.237910;0.744449;-0.214485;0.671149;-0.176973;0.553769;-0.176068;-0.175903;0.549588;nan;nan;nan
-0.255676;0.798309;-0.251440;0.785084;-0.238325;0.744135;-0.214859;0.670865;-0.177281;0.553533;-0.176437;-0.176271;0.549548;nan;nan;nan
-0.256121;0.797974;-0.251878;0.784754;-0.238740;0.743822;-0.215233;0.670581;-0.177588;0.553297;-0.176806;-0.176640;0.549509;nan;nan;nan
-0.256567;0.797640;-0.252316;0.784425;-0.239155;0.743509;-0.215606;0.670297;-0.177896;0.553060;-0.177176;-0.177008;0.549469;nan;nan;nan
-0.257012;0.797305;-0.252754;0.784095;-0.239570;0.743196;-0.215980;0.670013;-0.178203;0.552824;-0.177545;-0.177376;0.549429;nan;nan;nan
-0.257457;0.796970;-0.253192;0.783766;-0.239984;0.742882;-0.216353;0.669729;-0.178511;0.552587;-0.177914;-0.177745;0.549389;nan;nan;nan
-0.257902;0.796635;-0.253629;0.783436;-0.240399;0.742569;-0.216726;0.669445;-0.178818;0.552351;-0.178284;-0.178113;0.549350;nan;nan;nan
-0.258346;0.796300;-0.254066;0.783106;-0.240813;0.742256;-0.217098;0.669161;-0.179124;0.552114;-0.178654;-0.178481;0.549310;nan;nan;nan
-0.258791;0.795965;-0.254503;0.782777;-0.241226;0.741942;-0.217471;0.668877;-0.179431;0.551878;-0.179023;-0.178850;0.549269;nan;nan;nan
-0.259235;0.795630;-0.254939;0.782447;-0.241640;0.741629;-0.217843;0.668593;-0.179738;0.551641;-0.179393;-0.179219;0.549229;nan;nan;nan
-0.259678;0.795295;-0.255375;0.782117;-0.242053;0.741315;-0.218215;0.668309;-0.180044;0.551405;-0.179763;-0.179587;0.549189;nan;nan;nan
-0.260122;0.794960;-0.255812;0.781787;-0.242466;0.741002;-0.218587;0.668025;-0.180350;0.551169;-0.180133;-0.179956;0.549149;nan;nan;nan
-0.260565;0.794624;-0.256247;0.781457;-0.242879;0.740688;-0.218959;0.667741;-0.180656;0.550932;-0.180503;-0.180325;0.549108;nan;nan;nan
-0.261008;0.794289;-0.256683;0.781127;-0.243291;0.740374;-0.219330;0.667457;-0.180962;0.550696;-0.180873;-0.180694;0.549067;nan;nan;nan
-0.261451;0.793954;-0.257118;0.780797;-0.243704;0.740061;-0.219701;0.667172;-0.181267;0.550459;-0.181243;-0.181063;0.549027;nan;nan;nan
-0.261893;0.793619;-0.257553;0.780467;-0.244116;0.739747;-0.220072;0.666888;-0.181573;0.550223;-0.181614;-0.181432;0.548986;nan;nan;nan
-0.262335;0.793283;-0.257988;0.780137;-0.244527;0.739433;-0.220443;0.666604;-0.181878;0.549987;-0.181984;-0.181801;0.548945;nan;nan;nan
-0.262777;0.792948;-0.258422;0.779807;-0.244939;0.739120;-0.220814;0.666320;-0.182183;0.549750;-0.182354;-0.182171;0.548904;nan;nan;nan
-0.263219;0.792612;-0.258857;0.779477;-0.245350;0.738806;-0.221184;0.666036;-0.182488;0.549514;-0.182725;-0.182540;0.548863;nan;nan;nan
-0.263660;0.792277;-0.259291;0.779146;-0.245762;0.738492;-0.221554;0.665751;-0.182793;0.549277;-0.183095;-0.182909;0.548822;nan;nan;nan
-0.264102;0.791941;-0.259725;0.778816;-0.246172;0.738178;-0.221924;0.665467;-0.183098;0.549041;-0.183466;-0.183279;0.548781;nan;nan;nan
-0.264543;0.791606;-0.260158;0.778486;-0.246583;0.737864;-0.222294;0.665183;-0.183402;0.548805;-0.183837;-0.183648;0.548739;nan;nan;nan
-0.264983;0.791270;-0.260591;0.778155;-0.246994;0.737551;-0.222664;0.664899;-0.183706;0.548568;-0.184207;-0.184018;0.548698;nan;nan;nan
-0.265424;0.790934;-0.261025;0.777825;-0.247404;0.737237;-0.223033;0.664614;-0.184011;0.548332;-0.184578;-0.184387;0.548656;nan;nan;nan
-0.265864;0.790598;-0.261457;0.777495;-0.247814;0.736923;-0.223402;0.664330;-0.184315;0.548095;-0.184949;-0.184757;0.548615;nan;nan;nan
-0.266304;0.790263;-0.261890;0.777164;-0.248223;0.736609;-0.223771;0.664046;-0.184618;0.547859;-0.185320;-0.185127;0.548573;nan;nan;nan
-0.266744;0.789927;-0.262322;0.776834;-0.248633;0.736295;-0.224140;0.663761;-0.184922;0.547623;-0.185691;-0.185497;0.548531;nan;nan;nan
-0.267183;0.789591;-0.262754;0.776503;-0.249042;0.735981;-0.224508;0.663477;-0.185225;0.547386;-0.186063;-0.185867;0.548489;nan;nan;nan
-0.267622;0.789255;-0.263186;0.776173;-0.249451;0.735667;-0.224877;0.663193;-0.185529;0.547150;-0.186434;-0.186237;0.548447;nan;nan;nan
-0.268061;0.788919;-0.263618;0.775842;-0.249860;0.735353;-0.225245;0.662908;-0.185832;0.546914;-0.186805;-0.186607;0.548405;nan;nan;nan
-0.268500;0.788583;-0.264049;0.775511;-0.250269;0.735038;-0.225613;0.662624;-0.186135;0.546677;-0.187176;-0.186977;0.548363;nan;nan;nan
-0.268938;0.788247;-0.264480;0.775181;-0.250677;0.734724;-0.225980;0.662339;-0.186438;0.546441;-0.187548;-0.187347;0.548321;nan;nan;nan
-0.269377;0.787911;-0.264911;0.774850;-0.251085;0.734410;-0.226348;0.662055;-0.186740;0.546205;-0.187920;-0.187718;0.548278;nan;nan;nan
-0.269814;0.787575;-0.265342;0.774519;-0.251493;0.734096;-0.226715;0.661771;-0.187043;0.545969;-0.188291;-0.188088;0.548236;nan;nan;nan
-0.270252;0.787239;-0.265772;0.774188;-0.251901;0.733782;-0.227082;0.661486;-0.187345;0.545732;-0.188663;-0.188458;0.548193;nan;nan;nan
-0.270690;0.786903;-0.266202;0.773858;-0.252308;0.733468;-0.227449;0.661202;-0.187647;0.545496;-0.189035;-0.188829;0.548151;nan;nan;nan
-0.271127;0.786567;-0.266632;0.773527;-0.252715;0.733153;-0.227816;0.660917;-0.187949;0.545260;-0.189407;-0.189200;0.548108;nan;nan;nan
-0.271564;0.786230;-0.267062;0.773196;-0.253122;0.732839;-0.228182;0.660633;-0.188251;0.545023;-0.189779;-0.189570;0.548065;nan;nan;nan
-0.272001;0.785894;-0.267491;0.772865;-0.253529;0.732525;-0.228549;0.660348;-0.188553;0.544787;-0.190151;-0.189941;0.548022;nan;nan;nan
-0.272437;0.785558;-0.267920;0.772534;-0.253936;0.732210;-0.228915;0.660064;-0.188854;0.544551;-0.190523;-0.190312;0.547979;nan;nan;nan
-0.272873;0.785221;-0.268349;0.772203;-0.254342;0.731896;-0.229281;0.659779;-0.189155;0.544315;-0.190895;-0.190683;0.547936;nan;nan;nan
-0.273309;0.784885;-0.268778;0.771872;-0.254748;0.731582;-0.229646;0.659495;-0.189457;0.544078;-0.191267;-0.191054;0.547892;nan;nan;nan
-0.273745;0.784549;-0.269206;0.771541;-0.255154;0.731267;-0.230012;0.659210;-0.189758;0.543842;-0.191640;-0.191425;0.547849;nan;nan;nan
-0.274181;0.784212;-0.269635;0.771210;-0.255560;0.730953;-0.230377;0.658926;-0.190059;0.543606;-0.192012;-0.191796;0.547806;nan;nan;nan
-0.274616;0.783876;-0.270063;0.770879;-0.255965;0.730638;-0.230742;0.658641;-0.190359;0.543370;-0.192384;-0.192167;0.547762;nan;nan;nan
-0.275051;0.783539;-0.270490;0.770548;-0.256370;0.730324;-0.231107;0.658357;-0.190660;0.543134;-0.192757;-0.192538;0.547718;nan;nan;nan
-0.275486;0.783203;-0.270918;0.770216;-0.256775;0.730009;-0.231472;0.658072;-0.190960;0.542897;-0.193130;-0.192910;0.547675;nan;nan;nan
-0.275920;0.782866;-0.271345;0.769885;-0.257180;0.729695;-0.231836;0.657787;-0.191260;0.542661;-0.193503;-0.193281;0.547631;nan;nan;nan
-0.276354;0.782529;-0.271772;0.769554;-0.257585;0.729380;-0.232201;0.657503;-0.191560;0.542425;-0.193875;-0.193653;0.547587;nan;nan;nan
-0.276788;0.782193;-0.272199;0.769223;-0.257989;0.729066;-0.232565;0.657218;-0.191860;0.542189;-0.194248;-0.194024;0.547543;nan;nan;nan
-0.277222;0.781856;-0.272625;0.768891;-0.258393;0.728751;-0.232929;0.656934;-0.192160;0.541953;-0.194621;-0.194396;0.547499;nan;nan;nan
-0.277656;0.781519;-0.273052;0.768560;-0.258797;0.728436;-0.233292;0.656649;-0.192459;0.541717;-0.194994;-0.194768;0.547454;nan;nan;nan
-0.278089;0.781183;-0.273478;0.768229;-0.259200;0.728122;-0.233656;0.656365;-0.192759;0.541480;-0.195368;-0.195139;0.547410;nan;nan;nan
-0.278522;0.780846;-0.273904;0.767897;-0.259604;0.727807;-0.234019;0.656080;-0.193058;0.541244;-0.195741;-0.195511;0.547366;nan;nan;nan
-0.278955;0.780509;-0.274329;0.767566;-0.260007;0.727493;-0.234382;0.655795;-0.193357;0.541008;-0.196114;-0.195883;0.547321;nan;nan;nan
-0.279388;0.780172;-0.274755;0.767234;-0.260410;0.727178;-0.234745;0.655511;-0.193656;0.540772;-0.196488;-0.196255;0.547276;nan;nan;nan
-0.279820;0.779835;-0.275180;0.766903;-0.260813;0.726863;-0.235108;0.655226;-0.193955;0.540536;-0.196861;-0.196627;0.547232;nan;nan;nan
-0.280252;0.779498;-0.275605;0.766572;-0.261215;0.726548;-0.235470;0.654941;-0.194253;0.540300;-0.197235;-0.196999;0.547187;nan;nan;nan
-0.280684;0.779161;-0.276029;0.766240;-0.261617;0.726234;-0.235833;0.654657;-0.194552;0.540064;-0.197608;-0.197372;0.547142;nan;nan;nan
-0.281116;0.778824;-0.276454;0.765908;-0.262020;0.725919;-0.236195;0.654372;-0.194850;0.539828;-0.197982;-0.197744;0.547097;nan;nan;nan
-0.281547;0.778487;-0.276878;0.765577;-0.262421;0.725604;-0.236557;0.654088;-0.195148;0.539592;-0.198356;-0.198116;0.547052;nan;nan;nan
-0.281978;0.778150;-0.277302;0.765245;-0.262823;0.725289;-0.236918;0.653803;-0.195446;0.539356;-0.198730;-0.198489;0.547007;nan;nan;nan
-0.282409;0.777813;-0.277726;0.764914;-0.263224;0.724975;-0.237280;0.653518;-0.195744;0.539119;-0.199104;-0.198861;0.546961;nan;nan;nan
-0.282840;0.777476;-0.278149;0.764582;-0.263626;0.724660;-0.237641;0.653234;-0.196042;0.538883;-0.199478;-0.199234;0.546916;nan;nan;nan
-0.283270;0.777139;-0.278572;0.764250;-0.264027;0.724345;-0.238003;0.652949;-0.196339;0.538647;-0.199852;-0.199607;0.546870;nan;nan;nan
-0.283701;0.776802;-0.278995;0.763919;-0.264427;0.724030;-0.238363;0.652664;-0.196636;0.538411;-0.200226;-0.199980;0.546825;nan;nan;nan
-0.284131;0.776465;-0.279418;0.763587;-0.264828;0.723715;-0.238724;0.652380;-0.196934;0.538175;-0.200601;-0.200352;0.546779;nan;nan;nan
-0.284560;0.776128;-0.279841;0.763255;-0.265228;0.723400;-0.239085;0.652095;-0.197231;0.537939;-0.200975;-0.200725;0.546733;nan;nan;nan
-0.284990;0.775791;-0.280263;0.762924;-0.265628;0.723085;-0.239445;0.651810;-0.197528;0.537703;-0.201350;-0.201098;0.546687;nan;nan;nan
-0.285419;0.775453;-0.280685;0.762592;-0.266028;0.722770;-0.239805;0.651526;-0.197824;0.537467;-0.201724;-0.201471;0.546641;nan;nan;nan
-0.285848;0.775116;-0.281107;0.762260;-0.266428;0.722455;-0.240165;0.651241;-0.198121;0.537231;-0.202099;-0.201845;0.546595;nan;nan;nan
-0.286277;0.774779;-0.281529;0.761928;-0.266827;0.722141;-0.240525;0.650956;-0.198417;0.536995;-0.202474;-0.202218;0.546549;nan;nan;nan
-0.286706;0.774442;-0.281950;0.761596;-0.267227;0.721826;-0.240885;0.650671;-0.198713;0.536760;-0.202848;-0.202591;0.546502;nan;nan;nan
-0.287134;0.774104;-0.282371;0.761264;-0.267626;0.721511;-0.241244;0.650387;-0.199010;0.536524;-0.203223;-0.202965;0.546456;nan;nan;nan
-0.287562;0.773767;-0.282792;0.760932;-0.268025;0.721196;-0.241603;0.650102;-0.199306;0.536288;-0.203598;-0.203338;0.546409;nan;nan;nan
-0.287990;0.773430;-0.283213;0.760601;-0.268423;0.720881;-0.241962;0.649817;-0.199601;0.536052;-0.203973;-0.203712;0.546363;nan;nan;nan
-0.288418;0.773092;-0.283634;0.760269;-0.268822;0.720566;-0.242321;0.649533;-0.199897;0.535816;-0.204349;-0.204085;0.546316;nan;nan;nan
-0.288845;0.772755;-0.284054;0.759937;-0.269220;0.720251;-0.242680;0.649248;-0.200192;0.535580;-0.204724;-0.204459;0.546269;nan;nan;nan
-0.289272;0.772417;-0.284474;0.759605;-0.269618;0.719935;-0.243038;0.648963;-0.200488;0.535344;-0.205099;-0.204833;0.546222;nan;nan;nan
-0.289699;0.772080;-0.284894;0.759273;-0.270015;0.719620;-0.243397;0.648678;-0.200783;0.535108;-0.205475;-0.205207;0.546175;nan;nan;nan
-0.290126;0.771742;-0.285313;0.758941;-0.270413;0.719305;-0.243755;0.648394;-0.201078;0.534872;-0.205850;-0.205581;0.546128;nan;nan;nan
-0.290552;0.771405;-0.285733;0.758609;-0.270810;0.718990;-0.244113;0.648109;-0.201373;0.534637;-0.206226;-0.205955;0.546081;nan;nan;nan
-0.290979;0.771067;-0.286152;0.758277;-0.271207;0.718675;-0.244470;0.647824;-0.201667;0.534401;-0.206601;-0.206329;0.546034;nan;nan;nan
-0.291405;0.770730;-0.286571;0.757945;-0.271604;0.718360;-0.244828;0.647540;-0.201962;0.534165;-0.206977;-0.206703;0.545986;nan;nan;nan
-0.291831;0.770392;-0.286989;0.757612;-0.272001;0.718045;-0.245185;0.647255;-0.202256;0.533929;-0.207353;-0.207077;0.545939;nan;nan;nan
-0.292256;0.770055;-0.287408;0.757280;-0.272397;0.717730;-0.245542;0.646970;-0.202551;0.533693;-0.207729;-0.207452;0.545891;nan;nan;nan
-0.292681;0.769717;-0.287826;0.756948;-0.272794;0.717415;-0.245899;0.646685;-0.202845;0.533457;-0.208105;-0.207826;0.545843;nan;nan;nan
-0.293107;0.769379;-0.288244;0.756616;-0.273190;0.717099;-0.246256;0.646401;-0.203139;0.533222;-0.208481;-0.208201;0.545795;nan;nan;nan
-0.293531;0.769042;-0.288662;0.756284;-0.273586;0.716784;-0.246613;0.646116;-0.203433;0.532986;-0.208857;-0.208575;0.545747;nan;nan;nan
-0.293956;0.768704;-0.289080;0.755952;-0.273981;0.716469;-0.246969;0.645831;-0.203726;0.532750;-0.209234;-0.208950;0.545699;nan;nan;nan
-0.294381;0.768366;-0.289497;0.755620;-0.274377;0.716154;-0.247325;0.645547;-0.204020;0.532514;-0.209610;-0.209325;0.545651;nan;nan;nan
-0.294805;0.768029;-0.289914;0.755287;-0.274772;0.715839;-0.247681;0.645262;-0.204313;0.532279;-0.209987;-0.209700;0.545603;nan;nan;nan
-0.295229;0.767691;-0.290331;0.754955;-0.275167;0.715523;-0.248037;0.644977;-0.204606;0.532043;-0.210363;-0.210075;0.545555;nan;nan;nan
-0.295652;0.767353;-0.290748;0.754623;-0.275562;0.715208;-0.248393;0.644692;-0.204899;0.531807;-0.210740;-0.210450;0.545506;nan;nan;nan
-0.296076;0.767015;-0.291164;0.754291;-0.275956;0.714893;-0.248748;0.644408;-0.205192;0.531572;-0.211117;-0.210825;0.545457;nan;nan;nan
-0.296499;0.766678;-0.291580;0.753958;-0.276351;0.714578;-0.249103;0.644123;-0.205485;0.531336;-0.211493;-0.211200;0.545409;nan;nan;nan
-0.296922;0.766340;-0.291996;0.753626;-0.276745;0.714263;-0.249458;0.643838;-0.205778;0.531100;-0.211870;-0.211575;0.545360;nan;nan;nan
-0.297345;0.766002;-0.292412;0.753294;-0.277139;0.713947;-0.249813;0.643553;-0.206070;0.530865;-0.212247;-0.211950;0.545311;nan;nan;nan
-0.297768;0.765664;-0.292828;0.752961;-0.277532;0.713632;-0.250168;0.643269;-0.206362;0.530629;-0.212624;-0.212326;0.545262;nan;nan;nan
-0.298190;0.765326;-0.293243;0.752629;-0.277926;0.713317;-0.250523;0.642984;-0.206654;0.530393;-0.213002;-0.212701;0.545213;nan;nan;nan
-0.298612;0.764989;-0.293658;0.752297;-0.278319;0.713001;-0.250877;0.642699;-0.206946;0.530158;-0.213379;-0.213077;0.545164;nan;nan;nan
-0.299034;0.764651;-0.294073;0.751964;-0.278712;0.712686;-0.251231;0.642415;-0.207238;0.529922;-0.213756;-0.213453;0.545115;nan;nan;nan
-0.299456;0.764313;-0.294488;0.751632;-0.279105;0.712371;-0.251585;0.642130;-0.207530;0.529687;-0.214134;-0.213828;0.545065;nan;nan;nan
-0.299878;0.763975;-0.294902;0.751300;-0.279498;0.712056;-0.251939;0.641845;-0.207822;0.529451;-0.214511;-0.214204;0.545016;nan;nan;nan
-0.300299;0.763637;-0.295317;0.750967;-0.279891;0.711740;-0.252293;0.641560;-0.208113;0.529215;-0.214889;-0.214580;0.544966;nan;nan;nan
-0.300720;0.763299;-0.295731;0.750635;-0.280283;0.711425;-0.252646;0.641276;-0.208404;0.528980;-0.215267;-0.214956;0.544916;nan;nan;nan
-0.301141;0.762961;-0.296144;0.750302;-0.280675;0.711110;-0.252999;0.640991;-0.208695;0.528744;-0.215644;-0.215332;0.544867;nan;nan;nan
-0.301561;0.762623;-0.296558;0.749970;-0.281067;0.710794;-0.253352;0.640706;-0.208986;0.528509;-0.216022;-0.215708;0.544817;nan;nan;nan
-0.301982;0.762285;-0.296971;0.749637;-0.281459;0.710479;-0.253705;0.640422;-0.209277;0.528273;-0.216400;-0.216084;0.544767;nan;nan;nan
-0.302402;0.761947;-0.297385;0.749305;-0.281850;0.710164;-0.254058;0.640137;-0.209568;0.528038;-0.216778;-0.216461;0.544717;nan;nan;nan
-0.302822;0.761609;-0.297798;0.748972;-0.282241;0.709848;-0.254410;0.639852;-0.209858;0.527802;-0.217157;-0.216837;0.544666;nan;nan;nan
-0.303242;0.761271;-0.298210;0.748640;-0.282632;0.709533;-0.254763;0.639568;-0.210149;0.527567;-0.217535;-0.217214;0.544616;nan;nan;nan
-0.303661;0.760933;-0.298623;0.748308;-0.283023;0.709217;-0.255115;0.639283;-0.210439;0.527331;-0.217913;-0.217590;0.544566;nan;nan;nan
-0.304080;0.760595;-0.299035;0.747975;-0.283414;0.708902;-0.255467;0.638998;-0.210729;0.527096;-0.218292;-0.217967;0.544515;nan;nan;nan
-0.304500;0.760257;-0.299447;0.747642;-0.283805;0.708587;-0.255819;0.638714;-0.211019;0.526861;-0.218670;-0.218344;0.544464;nan;nan;nan
-0.304918;0.759919;-0.299859;0.747310;-0.284195;0.708271;-0.256170;0.638429;-0.211309;0.526625;-0.219049;-0.218720;0.544414;nan;nan;nan
-0.305337;0.759581;-0.300271;0.746977;-0.284585;0.707956;-0.256522;0.638144;-0.211599;0.526390;-0.219428;-0.219097;0.544363;nan;nan;nan
-0.305755;0.759243;-0.300682;0.746645;-0.284975;0.707641;-0.256873;0.637859;-0.211888;0.526154;-0.219806;-0.219474;0.544312;nan;nan;nan
-0.306174;0.758905;-0.301093;0.746312;-0.285364;0.707325;-0.257224;0.637575;-0.212178;0.525919;-0.220185;-0.219851;0.544261;nan;nan;nan
-0.306592;0.758567;-0.301504;0.745980;-0.285754;0.707010;-0.257575;0.637290;-0.212467;0.525684;-0.220564;-0.220229;0.544210;nan;nan;nan
-0.307009;0.758228;-0.301915;0.745647;-0.286143;0.706694;-0.257926;0.637006;-0.212756;0.525448;-0.220943;-0.220606;0.544158;nan;nan;nan
-0.307427;0.757890;-0.302326;0.745315;-0.286532;0.706379;-0.258276;0.636721;-0.213045;0.525213;-0.221323;-0.220983;0.544107;nan;nan;nan
-0.307844;0.757552;-0.302736;0.744982;-0.286921;0.706064;-0.258627;0.636436;-0.213334;0.524978;-0.221702;-0.221361;0.544055;nan;nan;nan
-0.308261;0.757214;-0.303146;0.744649;-0.287310;0.705748;-0.258977;0.636152;-0.213622;0.524742;-0.222081;-0.221738;0.544004;nan;nan;nan
-0.308678;0.756876;-0.303556;0.744317;-0.287698;0.705433;-0.259327;0.635867;-0.213911;0.524507;-0.222461;-0.222116;0.543952;nan;nan;nan
-0.309095;0.756538;-0.303966;0.743984;-0.288087;0.705117;-0.259677;0.635582;-0.214199;0.524272;-0.222840;-0.222493;0.543900;nan;nan;nan
-0.309512;0.756199;-0.304376;0.743652;-0.288475;0.704802;-0.260027;0.635298;-0.214488;0.524037;-0.223220;-0.222871;0.543848;nan;nan;nan
-0.309928;0.755861;-0.304785;0.743319;-0.288862;0.704487;-0.260376;0.635013;-0.214776;0.523801;-0.223600;-0.223249;0.543796;nan;nan;nan
-0.310344;0.755523;-0.305194;0.742986;-0.289250;0.704171;-0.260725;0.634728;-0.215064;0.523566;-0.223980;-0.223627;0.543744;nan;nan;nan
-0.310760;0.755185;-0.305603;0.742654;-0.289638;0.703856;-0.261075;0.634444;-0.215351;0.523331;-0.224359;-0.224005;0.543692;nan;nan;nan
-0.311175;0.754847;-0.306012;0.742321;-0.290025;0.703540;-0.261424;0.634159;-0.215639;0.523096;-0.224740;-0.224383;0.543640;nan;nan;nan
-0.311591;0.754508;-0.306420;0.741988;-0.290412;0.703225;-0.261772;0.633875;-0.215927;0.522860;-0.225120;-0.224761;0.543587;nan;nan;nan
-0.312006;0.754170;-0.306829;0.741656;-0.290799;0.702909;-0.262121;0.633590;-0.216214;0.522625;-0.225500;-0.225139;0.543535;nan;nan;nan
-0.312421;0.753832;-0.307237;0.741323;-0.291186;0.702594;-0.262469;0.633305;-0.216501;0.522390;-0.225880;-0.225518;0.543482;nan;nan;nan
-0.312836;0.753494;-0.307644;0.740990;-0.291572;0.702279;-0.262818;0.633021;-0.216788;0.522155;-0.226261;-0.225896;0.543429;nan;nan;nan
-0.313250;0.753155;-0.308052;0.740658;-0.291958;0.701963;-0.263166;0.632736;-0.217075;0.521920;-0.226641;-0.226275;0.543376;nan;nan;nan
-0.313665;0.752817;-0.308460;0.740325;-0.292345;0.701648;-0.263514;0.632452;-0.217362;0.521685;-0.227022;-0.226653;0.543323;nan;nan;nan
-0.314079;0.752479;-0.308867;0.739992;-0.292730;0.701332;-0.263861;0.632167;-0.217649;0.521450;-0.227402;-0.227032;0.543270;nan;nan;nan
-0.314493;0.752141;-0.309274;0.739660;-0.293116;0.701017;-0.264209;0.631883;-0.217935;0.521215;-0.227783;-0.227411;0.543217;nan;nan;nan
-0.314906;0.751802;-0.309681;0.739327;-0.293502;0.700701;-0.264557;0.631598;-0.218222;0.520979;-0.228164;-0.227790;0.543164;nan;nan;nan
-0.315320;0.751464;-0.310087;0.738994;-0.293887;0.700386;-0.264904;0.631313;-0.218508;0.520744;-0.228545;-0.228169;0.543110;nan;nan;nan
