sigXX-0.0;sigYY-0.0;sigXX-0.1;sigYY-0.1;sigXX-0.2;sigYY-0.2;sigXX-0.3;sigYY-0.3;sigXX-0.4;sigYY-0.4;tau_sigXX;tau_sigYY;tau_sigXY;aniso_theta;aniso_sig0;aniso_r
-1.080967;-0.424500;-1.064774;-0.418141;-1.014782;-0.398509;-0.925942;-0.363621;-0.783925;-0.307851;-0.817440;-0.789198;-0.310173;nan;nan;nan
-1.081013;-0.425303;-1.064807;-0.418927;-1.014784;-0.399246;-0.925912;-0.364281;-0.783897;-0.308408;-0.816949;-0.788756;-0.310572;nan;nan;nan
-1.081060;-0.426106;-1.064841;-0.419713;-1.014785;-0.399983;-0.925881;-0.364941;-0.783868;-0.308966;-0.816457;-0.788314;-0.310970;nan;nan;nan
-1.081106;-0.426909;-1.064874;-0.420499;-1.014786;-0.400720;-0.925850;-0.365601;-0.783839;-0.309524;-0.815965;-0.787872;-0.311368;nan;nan;nan
-1.081153;-0.427713;-1.064908;-0.421286;-1.014786;-0.401458;-0.925818;-0.366261;-0.783809;-0.310081;-0.815472;-0.787429;-0.311765;nan;nan;nan
-1.081199;-0.428517;-1.064941;-0.422073;-1.014786;-0.402195;-0.925786;-0.366921;-0.783778;-0.310639;-0.814979;-0.786986;-0.312162;nan;nan;nan
-1.081244;-0.429321;-1.064973;-0.422861;-1.014785;-0.402933;-0.925752;-0.367581;-0.783746;-0.311196;-0.814486;-0.786543;-0.312558;nan;nan;nan
-1.081290;-0.430126;-1.065006;-0.423649;-1.014785;-0.403671;-0.925719;-0.368242;-0.783714;-0.311754;-0.813993;-0.786100;-0.312954;nan;nan;nan
-1.081336;-0.430932;-1.065038;-0.424437;-1.014784;-0.404410;-0.925685;-0.368902;-0.783681;-0.312311;-0.813499;-0.785656;-0.313350;nan;nan;nan
-1.081381;-0.431737;-1.065070;-0.425225;-1.014782;-0.405148;-0.925650;-0.369562;-0.783647;-0.312868;-0.813005;-0.785212;-0.313745;nan;nan;nan
-1.081426;-0.432544;-1.065102;-0.426014;-1.014780;-0.405887;-0.925614;-0.370223;-0.783613;-0.313426;-0.812511;-0.784768;-0.314139;nan;nan;nan
-1.081471;-0.433350;-1.065133;-0.426803;-1.014778;-0.406626;-0.925579;-0.370883;-0.783578;-0.313983;-0.812016;-0.784323;-0.314533;nan;nan;nan
-1.081516;-0.434157;-1.065165;-0.427593;-1.014775;-0.407365;-0.925542;-0.371544;-0.783543;-0.314540;-0.811521;-0.783878;-0.314926;nan;nan;nan
-1.081561;-0.434964;-1.065196;-0.428383;-1.014772;-0.408104;-0.925505;-0.372204;-0.783506;-0.315098;-0.811026;-0.783433;-0.315319;nan;nan;nan
-1.081606;-0.435772;-1.065227;-0.429173;-1.014768;-0.408844;-0.925467;-0.372865;-0.783469;-0.315655;-0.810531;-0.782988;-0.315712;nan;nan;nan
-1.081650;-0.436580;-1.065257;-0.429964;-1.014764;-0.409583;-0.925429;-0.373526;-0.783432;-0.316212;-0.810035;-0.782542;-0.316104;nan;nan;nan
-1.081694;-0.437389;-1.065288;-0.430755;-1.014760;-0.410323;-0.925390;-0.374186;-0.783393;-0.316769;-0.809539;-0.782096;-0.316496;nan;nan;nan
-1.081738;-0.438198;-1.065318;-0.431546;-1.014755;-0.411064;-0.925351;-0.374847;-0.783354;-0.317326;-0.809043;-0.781650;-0.316887;nan;nan;nan
-1.081782;-0.439007;-1.065348;-0.432338;-1.014750;-0.411804;-0.925311;-0.375508;-0.783315;-0.317883;-0.808546;-0.781204;-0.317277;nan;nan;nan
-1.081826;-0.439817;-1.065378;-0.433130;-1.014745;-0.412545;-0.925270;-0.376169;-0.783274;-0.318440;-0.808049;-0.780757;-0.317668;nan;nan;nan
-1.081870;-0.440627;-1.065407;-0.433922;-1.014739;-0.413285;-0.925229;-0.376830;-0.783233;-0.318997;-0.807552;-0.780310;-0.318057;nan;nan;nan
-1.081913;-0.441437;-1.065436;-0.434715;-1.014732;-0.414027;-0.925187;-0.377491;-0.783191;-0.319554;-0.807055;-0.779863;-0.318447;nan;nan;nan
-1.081956;-0.442248;-1.065465;-0.435508;-1.014726;-0.414768;-0.925145;-0.378152;-0.783149;-0.320111;-0.806558;-0.779415;-0.318835;nan;nan;nan
-1.081999;-0.443060;-1.065494;-0.436301;-1.014719;-0.415509;-0.925102;-0.378813;-0.783106;-0.320668;-0.806060;-0.778967;-0.319224;nan;nan;nan
-1.082042;-0.443871;-1.065523;-0.437095;-1.014711;-0.416251;-0.925059;-0.379474;-0.783062;-0.321225;-0.805562;-0.778519;-0.319611;nan;nan;nan
-1.082085;-0.444683;-1.065551;-0.437889;-1.014703;-0.416993;-0.925015;-0.380135;-0.783017;-0.321781;-0.805063;-0.778071;-0.319999;nan;nan;nan
-1.082128;-0.445496;-1.065580;-0.438683;-1.014695;-0.417735;-0.924970;-0.380796;-0.782972;-0.322338;-0.804565;-0.777622;-0.320386;nan;nan;nan
-1.082170;-0.446309;-1.065607;-0.439478;-1.014686;-0.418477;-0.924925;-0.381458;-0.782926;-0.322895;-0.804066;-0.777173;-0.320772;nan;nan;nan
-1.082213;-0.447122;-1.065635;-0.440273;-1.014677;-0.419220;-0.924879;-0.382119;-0.782880;-0.323451;-0.803567;-0.776724;-0.321158;nan;nan;nan
-1.082255;-0.447936;-1.065663;-0.441069;-1.014668;-0.419962;-0.924833;-0.382780;-0.782833;-0.324008;-0.803068;-0.776275;-0.321543;nan;nan;nan
-1.082297;-0.448750;-1.065690;-0.441865;-1.014658;-0.420705;-0.924786;-0.383442;-0.782785;-0.324564;-0.802568;-0.775825;-0.321928;nan;nan;nan
-1.082339;-0.449565;-1.065717;-0.442661;-1.014648;-0.421449;-0.924738;-0.384103;-0.782736;-0.325121;-0.802068;-0.775375;-0.322313;nan;nan;nan
-1.082381;-0.450380;-1.065744;-0.443457;-1.014637;-0.422192;-0.924690;-0.384765;-0.782687;-0.325677;-0.801568;-0.774925;-0.322697;nan;nan;nan
-1.082422;-0.451196;-1.065771;-0.444254;-1.014626;-0.422936;-0.924641;-0.385426;-0.782637;-0.326233;-0.801068;-0.774475;-0.323081;nan;nan;nan
-1.082464;-0.452011;-1.065797;-0.445052;-1.014615;-0.423679;-0.924592;-0.386088;-0.782586;-0.326790;-0.800567;-0.774024;-0.323464;nan;nan;nan
-1.082505;-0.452828;-1.065823;-0.445849;-1.014603;-0.424423;-0.924542;-0.386750;-0.782535;-0.327346;-0.800066;-0.773573;-0.323846;nan;nan;nan
-1.082546;-0.453644;-1.065849;-0.446647;-1.014591;-0.425168;-0.924492;-0.387411;-0.782483;-0.327902;-0.799565;-0.773122;-0.324229;nan;nan;nan
-1.082587;-0.454462;-1.065875;-0.447446;-1.014579;-0.425912;-0.924441;-0.388073;-0.782430;-0.328458;-0.799064;-0.772670;-0.324610;nan;nan;nan
-1.082628;-0.455279;-1.065901;-0.448245;-1.014566;-0.426657;-0.924389;-0.388735;-0.782377;-0.329014;-0.798563;-0.772219;-0.324992;nan;nan;nan
-1.082669;-0.456097;-1.065926;-0.449044;-1.014552;-0.427402;-0.924337;-0.389397;-0.782323;-0.329570;-0.798061;-0.771767;-0.325372;nan;nan;nan
-1.082710;-0.456916;-1.065951;-0.449843;-1.014539;-0.428147;-0.924284;-0.390058;-0.782268;-0.330126;-0.797559;-0.771315;-0.325753;nan;nan;nan
-1.082750;-0.457734;-1.065976;-0.450643;-1.014525;-0.428892;-0.924231;-0.390720;-0.782213;-0.330682;-0.797057;-0.770862;-0.326132;nan;nan;nan
-1.082790;-0.458554;-1.066001;-0.451443;-1.014510;-0.429637;-0.924177;-0.391382;-0.782157;-0.331238;-0.796554;-0.770410;-0.326512;nan;nan;nan
-1.082830;-0.459373;-1.066025;-0.452244;-1.014495;-0.430383;-0.924123;-0.392044;-0.782100;-0.331793;-0.796052;-0.769957;-0.326891;nan;nan;nan
-1.082870;-0.460193;-1.066049;-0.453045;-1.014480;-0.431129;-0.924068;-0.392706;-0.782043;-0.332349;-0.795549;-0.769504;-0.327269;nan;nan;nan
-1.082910;-0.461014;-1.066073;-0.453846;-1.014464;-0.431875;-0.924012;-0.393368;-0.781985;-0.332905;-0.795046;-0.769050;-0.327647;nan;nan;nan
-1.082950;-0.461835;-1.066097;-0.454648;-1.014448;-0.432622;-0.923956;-0.394030;-0.781926;-0.333460;-0.794542;-0.768597;-0.328025;nan;nan;nan
-1.082989;-0.462656;-1.066121;-0.455450;-1.014432;-0.433368;-0.923899;-0.394692;-0.781866;-0.334016;-0.794039;-0.768143;-0.328402;nan;nan;nan
-1.083029;-0.463478;-1.066144;-0.456252;-1.014415;-0.434115;-0.923842;-0.395355;-0.781806;-0.334571;-0.793535;-0.767689;-0.328778;nan;nan;nan
-1.083068;-0.464300;-1.066167;-0.457055;-1.014398;-0.434862;-0.923784;-0.396017;-0.781745;-0.335126;-0.793031;-0.767235;-0.329154;nan;nan;nan
-1.083107;-0.465123;-1.066190;-0.457858;-1.014380;-0.435609;-0.923725;-0.396679;-0.781684;-0.335682;-0.792527;-0.766780;-0.329530;nan;nan;nan
-1.083146;-0.465946;-1.066213;-0.458662;-1.014362;-0.436357;-0.923666;-0.397341;-0.781622;-0.336237;-0.792022;-0.766325;-0.329905;nan;nan;nan
-1.083185;-0.466770;-1.066236;-0.459466;-1.014344;-0.437104;-0.923606;-0.398003;-0.781559;-0.336792;-0.791518;-0.765871;-0.330280;nan;nan;nan
-1.083224;-0.467594;-1.066258;-0.460270;-1.014325;-0.437852;-0.923546;-0.398666;-0.781495;-0.337347;-0.791013;-0.765415;-0.330654;nan;nan;nan
-1.083262;-0.468418;-1.066280;-0.461075;-1.014306;-0.438600;-0.923485;-0.399328;-0.781431;-0.337902;-0.790508;-0.764960;-0.331028;nan;nan;nan
-1.083301;-0.469243;-1.066302;-0.461880;-1.014286;-0.439348;-0.923424;-0.399991;-0.781366;-0.338457;-0.790002;-0.764504;-0.331401;nan;nan;nan
-1.083339;-0.470068;-1.066324;-0.462685;-1.014266;-0.440097;-0.923362;-0.400653;-0.781300;-0.339011;-0.789497;-0.764048;-0.331774;nan;nan;nan
-1.083377;-0.470894;-1.066345;-0.463491;-1.014246;-0.440846;-0.923299;-0.401315;-0.781234;-0.339566;-0.788991;-0.763592;-0.332146;nan;nan;nan
-1.083415;-0.471720;-1.066366;-0.464297;-1.014225;-0.441595;-0.923236;-0.401978;-0.781167;-0.340121;-0.788485;-0.763136;-0.332518;nan;nan;nan
-1.083453;-0.472547;-1.066387;-0.465103;-1.014204;-0.442344;-0.923172;-0.402640;-0.781099;-0.340675;-0.787979;-0.762679;-0.332889;nan;nan;nan
-1.083491;-0.473374;-1.066408;-0.465910;-1.014182;-0.443093;-0.923108;-0.403303;-0.781031;-0.341230;-0.787473;-0.762223;-0.333260;nan;nan;nan
-1.083528;-0.474201;-1.066429;-0.466718;-1.014160;-0.443843;-0.923043;-0.403965;-0.780962;-0.341784;-0.786967;-0.761766;-0.333631;nan;nan;nan
-1.083566;-0.475029;-1.066449;-0.467525;-1.014138;-0.444592;-0.922978;-0.404628;-0.780892;-0.342339;-0.786460;-0.761309;-0.334001;nan;nan;nan
-1.083603;-0.475857;-1.066470;-0.468333;-1.014115;-0.445342;-0.922912;-0.405291;-0.780822;-0.342893;-0.785953;-0.760851;-0.334371;nan;nan;nan
-1.083640;-0.476686;-1.066490;-0.469142;-1.014092;-0.446092;-0.922845;-0.405953;-0.780751;-0.343447;-0.785446;-0.760394;-0.334740;nan;nan;nan
-1.083677;-0.477515;-1.066509;-0.469950;-1.014069;-0.446843;-0.922778;-0.406616;-0.780679;-0.344001;-0.784939;-0.759936;-0.335108;nan;nan;nan
-1.083714;-0.478345;-1.066529;-0.470760;-1.014045;-0.447593;-0.922710;-0.407279;-0.780607;-0.344555;-0.784431;-0.759478;-0.335476;nan;nan;nan
-1.083751;-0.479175;-1.066548;-0.471569;-1.014021;-0.448344;-0.922641;-0.407941;-0.780534;-0.345109;-0.783924;-0.759020;-0.335844;nan;nan;nan
-1.083788;-0.480006;-1.066567;-0.472379;-1.013996;-0.449095;-0.922572;-0.408604;-0.780460;-0.345663;-0.783416;-0.758561;-0.336211;nan;nan;nan
-1.083824;-0.480837;-1.066586;-0.473189;-1.013971;-0.449847;-0.922503;-0.409267;-0.780385;-0.346217;-0.782908;-0.758102;-0.336578;nan;nan;nan
-1.083860;-0.481668;-1.066605;-0.474000;-1.013945;-0.450598;-0.922433;-0.409930;-0.780310;-0.346770;-0.782400;-0.757644;-0.336944;nan;nan;nan
-1.083897;-0.482500;-1.066624;-0.474811;-1.013920;-0.451350;-0.922362;-0.410592;-0.780234;-0.347324;-0.781892;-0.757185;-0.337310;nan;nan;nan
-1.083933;-0.483333;-1.066642;-0.475623;-1.013893;-0.452102;-0.922290;-0.411255;-0.780158;-0.347877;-0.781383;-0.756725;-0.337676;nan;nan;nan
-1.083969;-0.484165;-1.066660;-0.476434;-1.013867;-0.452854;-0.922219;-0.411918;-0.780081;-0.348431;-0.780874;-0.756266;-0.338041;nan;nan;nan
-1.084004;-0.484999;-1.066678;-0.477247;-1.013840;-0.453606;-0.922146;-0.412581;-0.780003;-0.348984;-0.780365;-0.755806;-0.338405;nan;nan;nan
-1.084040;-0.485832;-1.066696;-0.478059;-1.013812;-0.454359;-0.922073;-0.413244;-0.779924;-0.349537;-0.779856;-0.755346;-0.338769;nan;nan;nan
-1.084076;-0.486667;-1.066713;-0.478872;-1.013784;-0.455111;-0.921999;-0.413907;-0.779845;-0.350090;-0.779347;-0.754886;-0.339133;nan;nan;nan
-1.084111;-0.487501;-1.066730;-0.479686;-1.013756;-0.455864;-0.921925;-0.414570;-0.779765;-0.350643;-0.778838;-0.754426;-0.339496;nan;nan;nan
-1.084146;-0.488336;-1.066747;-0.480499;-1.013727;-0.456617;-0.921850;-0.415233;-0.779684;-0.351196;-0.778328;-0.753966;-0.339858;nan;nan;nan
-1.084181;-0.489172;-1.066764;-0.481313;-1.013698;-0.457371;-0.921775;-0.415896;-0.779603;-0.351749;-0.777818;-0.753505;-0.340220;nan;nan;nan
-1.084216;-0.490008;-1.066781;-0.482128;-1.013669;-0.458124;-0.921699;-0.416559;-0.779521;-0.352302;-0.777309;-0.753044;-0.340582;nan;nan;nan
-1.084251;-0.490845;-1.066797;-0.482943;-1.013639;-0.458878;-0.921622;-0.417222;-0.779438;-0.352855;-0.776798;-0.752583;-0.340943;nan;nan;nan
-1.084286;-0.491681;-1.066813;-0.483758;-1.013609;-0.459632;-0.921545;-0.417885;-0.779355;-0.353407;-0.776288;-0.752122;-0.341304;nan;nan;nan
-1.084321;-0.492519;-1.066829;-0.484574;-1.013578;-0.460386;-0.921467;-0.418548;-0.779271;-0.353960;-0.775778;-0.751660;-0.341664;nan;nan;nan
-1.084355;-0.493357;-1.066845;-0.485390;-1.013547;-0.461141;-0.921389;-0.419211;-0.779186;-0.354512;-0.775267;-0.751199;-0.342024;nan;nan;nan
-1.084390;-0.494195;-1.066861;-0.486207;-1.013516;-0.461895;-0.921310;-0.419874;-0.779101;-0.355064;-0.774757;-0.750737;-0.342384;nan;nan;nan
-1.084424;-0.495034;-1.066876;-0.487023;-1.013484;-0.462650;-0.921230;-0.420537;-0.779015;-0.355616;-0.774246;-0.750275;-0.342743;nan;nan;nan
-1.084458;-0.495873;-1.066891;-0.487841;-1.013452;-0.463405;-0.921150;-0.421200;-0.778928;-0.356168;-0.773735;-0.749813;-0.343101;nan;nan;nan
-1.084492;-0.496713;-1.066906;-0.488658;-1.013419;-0.464161;-0.921069;-0.421863;-0.778841;-0.356720;-0.773223;-0.749350;-0.343459;nan;nan;nan
-1.084526;-0.497553;-1.066921;-0.489476;-1.013386;-0.464916;-0.920988;-0.422526;-0.778752;-0.357272;-0.772712;-0.748888;-0.343817;nan;nan;nan
-1.084559;-0.498394;-1.066935;-0.490295;-1.013353;-0.465672;-0.920906;-0.423189;-0.778664;-0.357824;-0.772201;-0.748425;-0.344174;nan;nan;nan
-1.084593;-0.499235;-1.066950;-0.491114;-1.013319;-0.466428;-0.920824;-0.423852;-0.778574;-0.358375;-0.771689;-0.747962;-0.344530;nan;nan;nan
-1.084626;-0.500076;-1.066964;-0.491933;-1.013285;-0.467184;-0.920740;-0.424515;-0.778484;-0.358927;-0.771177;-0.747499;-0.344887;nan;nan;nan
-1.084660;-0.500918;-1.066978;-0.492753;-1.013250;-0.467940;-0.920657;-0.425179;-0.778393;-0.359478;-0.770665;-0.747036;-0.345242;nan;nan;nan
-1.084693;-0.501761;-1.066991;-0.493573;-1.013215;-0.468697;-0.920573;-0.425842;-0.778302;-0.360029;-0.770153;-0.746572;-0.345598;nan;nan;nan
-1.084726;-0.502604;-1.067005;-0.494393;-1.013180;-0.469453;-0.920488;-0.426505;-0.778209;-0.360581;-0.769641;-0.746109;-0.345952;nan;nan;nan
-1.084759;-0.503447;-1.067018;-0.495214;-1.013144;-0.470210;-0.920402;-0.427168;-0.778117;-0.361132;-0.769128;-0.745645;-0.346307;nan;nan;nan
-1.084792;-0.504291;-1.067031;-0.496035;-1.013108;-0.470967;-0.920316;-0.427831;-0.778023;-0.361683;-0.768616;-0.745181;-0.346661;nan;nan;nan
-1.084824;-0.505136;-1.067044;-0.496857;-1.013071;-0.471725;-0.920230;-0.428494;-0.777929;-0.362233;-0.768103;-0.744717;-0.347014;nan;nan;nan
-1.084857;-0.505981;-1.067056;-0.497679;-1.013034;-0.472482;-0.920142;-0.429157;-0.777834;-0.362784;-0.767590;-0.744253;-0.347367;nan;nan;nan
-1.084889;-0.506826;-1.067069;-0.498501;-1.012997;-0.473240;-0.920054;-0.429821;-0.777738;-0.363335;-0.767077;-0.743788;-0.347720;nan;nan;nan
-1.084921;-0.507672;-1.067081;-0.499324;-1.012959;-0.473998;-0.919966;-0.430484;-0.777642;-0.363885;-0.766564;-0.743323;-0.348072;nan;nan;nan
-1.084953;-0.508518;-1.067093;-0.500147;-1.012920;-0.474756;-0.919877;-0.431147;-0.777545;-0.364436;-0.766051;-0.742859;-0.348423;nan;nan;nan
-1.084985;-0.509365;-1.067105;-0.500971;-1.012882;-0.475515;-0.919787;-0.431810;-0.777447;-0.364986;-0.765538;-0.742394;-0.348774;nan;nan;nan
-1.085017;-0.510212;-1.067116;-0.501795;-1.012843;-0.476273;-0.919697;-0.432473;-0.777349;-0.365536;-0.765024;-0.741928;-0.349125;nan;nan;nan
-1.085049;-0.511060;-1.067128;-0.502619;-1.012803;-0.477032;-0.919606;-0.433136;-0.777250;-0.366086;-0.764511;-0.741463;-0.349475;nan;nan;nan
-1.085081;-0.511908;-1.067139;-0.503444;-1.012763;-0.477791;-0.919515;-0.433800;-0.777150;-0.366636;-0.763997;-0.740998;-0.349825;nan;nan;nan
-1.085112;-0.512757;-1.067150;-0.504269;-1.012723;-0.478550;-0.919423;-0.434463;-0.777050;-0.367186;-0.763483;-0.740532;-0.350174;nan;nan;nan
-1.085144;-0.513606;-1.067160;-0.505095;-1.012682;-0.479310;-0.919331;-0.435126;-0.776949;-0.367735;-0.762969;-0.740066;-0.350523;nan;nan;nan
-1.085175;-0.514456;-1.067171;-0.505921;-1.012641;-0.480070;-0.919237;-0.435789;-0.776847;-0.368285;-0.762455;-0.739600;-0.350872;nan;nan;nan
-1.085206;-0.515306;-1.067181;-0.506747;-1.012600;-0.480829;-0.919144;-0.436452;-0.776744;-0.368834;-0.761941;-0.739134;-0.351220;nan;nan;nan
-1.085237;-0.516157;-1.067191;-0.507574;-1.012558;-0.481589;-0.919049;-0.437115;-0.776641;-0.369384;-0.761426;-0.738668;-0.351567;nan;nan;nan
-1.085268;-0.517008;-1.067201;-0.508401;-1.012515;-0.482350;-0.918954;-0.437778;-0.776538;-0.369933;-0.760912;-0.738201;-0.351914;nan;nan;nan
-1.085298;-0.517860;-1.067211;-0.509229;-1.012473;-0.483110;-0.918859;-0.438441;-0.776433;-0.370482;-0.760397;-0.737735;-0.352261;nan;nan;nan
-1.085329;-0.518712;-1.067220;-0.510057;-1.012430;-0.483871;-0.918763;-0.439105;-0.776328;-0.371031;-0.759882;-0.737268;-0.352607;nan;nan;nan
-1.085359;-0.519564;-1.067229;-0.510885;-1.012386;-0.484632;-0.918666;-0.439768;-0.776222;-0.371580;-0.759368;-0.736801;-0.352953;nan;nan;nan
-1.085390;-0.520417;-1.067238;-0.511714;-1.012342;-0.485393;-0.918568;-0.440431;-0.776116;-0.372128;-0.758853;-0.736334;-0.353298;nan;nan;nan
-1.085420;-0.521271;-1.067247;-0.512544;-1.012298;-0.486154;-0.918471;-0.441094;-0.776008;-0.372677;-0.758338;-0.735867;-0.353643;nan;nan;nan
-1.085450;-0.522125;-1.067256;-0.513373;-1.012253;-0.486916;-0.918372;-0.441757;-0.775900;-0.373225;-0.757822;-0.735399;-0.353987;nan;nan;nan
-1.085480;-0.522980;-1.067264;-0.514203;-1.012208;-0.487677;-0.918273;-0.442420;-0.775792;-0.373773;-0.757307;-0.734932;-0.354331;nan;nan;nan
-1.085510;-0.523835;-1.067272;-0.515034;-1.012162;-0.488439;-0.918173;-0.443083;-0.775683;-0.374321;-0.756792;-0.734464;-0.354674;nan;nan;nan
-1.085539;-0.524690;-1.067280;-0.515865;-1.012116;-0.489201;-0.918073;-0.443746;-0.775573;-0.374869;-0.756276;-0.733996;-0.355017;nan;nan;nan
-1.085569;-0.525546;-1.067288;-0.516696;-1.012069;-0.489964;-0.917972;-0.444409;-0.775462;-0.375417;-0.755761;-0.733528;-0.355360;nan;nan;nan
-1.085598;-0.526403;-1.067295;-0.517528;-1.012022;-0.490726;-0.917870;-0.445072;-0.775351;-0.375965;-0.755245;-0.733060;-0.355702;nan;nan;nan
-1.085628;-0.527260;-1.067303;-0.518360;-1.011975;-0.491489;-0.917768;-0.445735;-0.775239;-0.376513;-0.754729;-0.732592;-0.356044;nan;nan;nan
-1.085657;-0.528117;-1.067310;-0.519193;-1.011927;-0.492252;-0.917665;-0.446398;-0.775126;-0.377060;-0.754213;-0.732124;-0.356385;nan;nan;nan
-1.085686;-0.528975;-1.067316;-0.520025;-1.011879;-0.493015;-0.917562;-0.447061;-0.775013;-0.377607;-0.753697;-0.731655;-0.356726;nan;nan;nan
-1.085715;-0.529834;-1.067323;-0.520859;-1.011831;-0.493778;-0.917458;-0.447724;-0.774899;-0.378154;-0.753181;-0.731186;-0.357066;nan;nan;nan
-1.085743;-0.530693;-1.067329;-0.521693;-1.011782;-0.494542;-0.917353;-0.448387;-0.774784;-0.378701;-0.752665;-0.730717;-0.357406;nan;nan;nan
-1.085772;-0.531553;-1.067336;-0.522527;-1.011732;-0.495306;-0.917248;-0.449050;-0.774669;-0.379248;-0.752148;-0.730249;-0.357745;nan;nan;nan
-1.085800;-0.532413;-1.067342;-0.523361;-1.011682;-0.496069;-0.917142;-0.449713;-0.774553;-0.379795;-0.751632;-0.729779;-0.358084;nan;nan;nan
-1.085829;-0.533273;-1.067347;-0.524196;-1.011632;-0.496834;-0.917036;-0.450375;-0.774436;-0.380342;-0.751115;-0.729310;-0.358422;nan;nan;nan
-1.085857;-0.534134;-1.067353;-0.525032;-1.011581;-0.497598;-0.916929;-0.451038;-0.774319;-0.380888;-0.750599;-0.728841;-0.358761;nan;nan;nan
-1.085885;-0.534996;-1.067358;-0.525868;-1.011530;-0.498362;-0.916821;-0.451701;-0.774201;-0.381434;-0.750082;-0.728371;-0.359098;nan;nan;nan
-1.085913;-0.535858;-1.067363;-0.526704;-1.011479;-0.499127;-0.916713;-0.452364;-0.774082;-0.381981;-0.749565;-0.727902;-0.359435;nan;nan;nan
-1.085941;-0.536720;-1.067368;-0.527541;-1.011427;-0.499892;-0.916604;-0.453027;-0.773962;-0.382527;-0.749048;-0.727432;-0.359772;nan;nan;nan
-1.085969;-0.537583;-1.067373;-0.528378;-1.011374;-0.500657;-0.916495;-0.453689;-0.773842;-0.383072;-0.748531;-0.726962;-0.360108;nan;nan;nan
-1.085996;-0.538447;-1.067377;-0.529215;-1.011321;-0.501422;-0.916385;-0.454352;-0.773721;-0.383618;-0.748014;-0.726492;-0.360444;nan;nan;nan
-1.086024;-0.539311;-1.067381;-0.530053;-1.011268;-0.502188;-0.916274;-0.455015;-0.773600;-0.384164;-0.747497;-0.726022;-0.360779;nan;nan;nan
-1.086051;-0.540176;-1.067385;-0.530892;-1.011215;-0.502954;-0.916163;-0.455677;-0.773478;-0.384709;-0.746980;-0.725551;-0.361114;nan;nan;nan
-1.086078;-0.541041;-1.067389;-0.531730;-1.011160;-0.503720;-0.916051;-0.456340;-0.773355;-0.385254;-0.746462;-0.725081;-0.361449;nan;nan;nan
-1.086105;-0.541906;-1.067392;-0.532570;-1.011106;-0.504486;-0.915939;-0.457003;-0.773231;-0.385800;-0.745945;-0.724610;-0.361783;nan;nan;nan
-1.086132;-0.542772;-1.067395;-0.533409;-1.011051;-0.505252;-0.915825;-0.457665;-0.773107;-0.386345;-0.745427;-0.724140;-0.362116;nan;nan;nan
-1.086159;-0.543639;-1.067398;-0.534249;-1.010995;-0.506019;-0.915712;-0.458328;-0.772982;-0.386889;-0.744910;-0.723669;-0.362450;nan;nan;nan
-1.086185;-0.544506;-1.067401;-0.535090;-1.010940;-0.506785;-0.915597;-0.458990;-0.772857;-0.387434;-0.744392;-0.723198;-0.362782;nan;nan;nan
-1.086212;-0.545374;-1.067404;-0.535930;-1.010883;-0.507552;-0.915483;-0.459653;-0.772730;-0.387978;-0.743875;-0.722727;-0.363115;nan;nan;nan
-1.086238;-0.546242;-1.067406;-0.536772;-1.010827;-0.508319;-0.915367;-0.460315;-0.772604;-0.388523;-0.743357;-0.722256;-0.363446;nan;nan;nan
-1.086264;-0.547110;-1.067408;-0.537613;-1.010769;-0.509086;-0.915251;-0.460977;-0.772476;-0.389067;-0.742839;-0.721784;-0.363778;nan;nan;nan
-1.086291;-0.547980;-1.067410;-0.538455;-1.010712;-0.509854;-0.915134;-0.461640;-0.772348;-0.389611;-0.742321;-0.721313;-0.364109;nan;nan;nan
-1.086316;-0.548849;-1.067412;-0.539298;-1.010654;-0.510622;-0.915017;-0.462302;-0.772219;-0.390155;-0.741803;-0.720842;-0.364439;nan;nan;nan
-1.086342;-0.549720;-1.067413;-0.540141;-1.010595;-0.511389;-0.914899;-0.462964;-0.772089;-0.390699;-0.741285;-0.720370;-0.364769;nan;nan;nan
-1.086368;-0.550590;-1.067415;-0.540984;-1.010536;-0.512157;-0.914780;-0.463626;-0.771959;-0.391242;-0.740767;-0.719898;-0.365099;nan;nan;nan
-1.086393;-0.551461;-1.067415;-0.541828;-1.010477;-0.512926;-0.914661;-0.464289;-0.771828;-0.391786;-0.740248;-0.719426;-0.365428;nan;nan;nan
-1.086419;-0.552333;-1.067416;-0.542672;-1.010417;-0.513694;-0.914541;-0.464951;-0.771696;-0.392329;-0.739730;-0.718954;-0.365757;nan;nan;nan
-1.086444;-0.553205;-1.067417;-0.543517;-1.010357;-0.514463;-0.914420;-0.465613;-0.771564;-0.392872;-0.739212;-0.718482;-0.366085;nan;nan;nan
-1.086469;-0.554078;-1.067417;-0.544362;-1.010296;-0.515232;-0.914299;-0.466275;-0.771431;-0.393415;-0.738693;-0.718010;-0.366413;nan;nan;nan
-1.086494;-0.554952;-1.067417;-0.545207;-1.010235;-0.516001;-0.914178;-0.466937;-0.771297;-0.393957;-0.738175;-0.717537;-0.366740;nan;nan;nan
-1.086519;-0.555825;-1.067417;-0.546053;-1.010174;-0.516770;-0.914055;-0.467599;-0.771162;-0.394500;-0.737656;-0.717065;-0.367067;nan;nan;nan
-1.086544;-0.556700;-1.067416;-0.546900;-1.010112;-0.517539;-0.913932;-0.468261;-0.771027;-0.395042;-0.737138;-0.716592;-0.367394;nan;nan;nan
